time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-01-06T17:44:06.690Z,-21.581,-66.671,236.5,3.7,mb,,,,0.7,us,usp00051fg,2014-11-07T00:49:53.500Z,"85 km SSW of Atocha, Bolivia",earthquake,,13.3,,1,reviewed,us,us
1992-01-29T06:24:20.320Z,-21.427,-67.271,189.5,4.3,mb,,,,0.6,us,usp00052ck,2014-11-07T00:49:57.367Z,"116 km SSW of Uyuni, Bolivia",earthquake,,8.1,,1,reviewed,us,us
1992-02-10T21:44:35.660Z,-20.957,-66.762,221.8,4.7,mb,,,,1.2,us,usp00052w2,2014-11-07T00:50:05.218Z,"55 km S of Uyuni, Bolivia",earthquake,,6.7,,10,reviewed,us,us
1992-03-11T06:47:45.470Z,-21.521,-66.847,223.4,4.3,mb,,,,1.3,us,usp000543x,2014-11-07T00:50:15.270Z,"91 km SW of Atocha, Bolivia",earthquake,,8.7,,3,reviewed,us,us
1992-03-25T03:07:52.220Z,-21.489,-66.736,231.7,4.2,mb,,,,1.7,us,usp00054t1,2014-11-07T00:50:18.634Z,"81 km SW of Atocha, Bolivia",earthquake,,14.3,,1,reviewed,us,us
1992-03-31T20:48:15.330Z,-20.326,-65.25,353.9,4.5,mb,,,,1.3,us,usp000554x,2014-11-07T00:50:20.482Z,"35 km N of Camargo, Bolivia",earthquake,,7.5,,5,reviewed,us,us
1992-04-10T10:40:48.400Z,-21.19,-67.412,201.3,4.7,mb,,,,1.2,us,usp00055kj,2014-11-07T00:50:26.191Z,"101 km SW of Uyuni, Bolivia",earthquake,,,,13,reviewed,us,us
1992-04-14T23:52:18.480Z,-21.518,-68.408,122.8,4.7,mb,,,,1.5,us,usp00055ts,2014-11-07T00:50:27.322Z,Chile-Bolivia border region,earthquake,,10.4,,6,reviewed,us,us
1992-04-16T18:33:05.380Z,-20.004,-68.479,122.4,5.8,mw,,,,1,us,usp00055wk,2022-04-28T18:49:56.659Z,"164 km WNW of Colchani, Bolivia",earthquake,,,,,reviewed,us,hrv
1992-04-21T11:31:26.850Z,-21.066,-67.637,212.6,4.4,mb,,,,1,us,usp0005638,2014-11-07T00:50:28.540Z,"107 km SW of Uyuni, Bolivia",earthquake,,11.8,,1,reviewed,us,us
1992-05-02T04:46:47.280Z,-21.521,-68.313,139.4,4.2,mb,,,,0.6,us,usp00056tc,2014-11-07T00:50:33.777Z,Chile-Bolivia border region,earthquake,,12.6,,1,reviewed,us,us
1992-05-06T19:28:20.410Z,-22.074,-63.663,532.1,4.5,mb,,,,0.8,us,usp0005702,2014-11-07T00:50:35.894Z,"6 km SSE of Yacuiba, Bolivia",earthquake,,4.7,,13,reviewed,us,us
1992-05-11T11:45:11.430Z,-20.903,-67.811,205.1,3.4,mb,,,,0.4,us,usp000576d,2014-11-07T00:50:36.839Z,"113 km SW of Colchani, Bolivia",earthquake,,13.4,,1,reviewed,us,us
1992-05-26T01:23:38.090Z,-21.084,-67.318,158.8,4.9,mb,,,,0.9,us,usp000583g,2014-11-07T00:50:41.434Z,"86 km SW of Uyuni, Bolivia",earthquake,,7.6,,30,reviewed,us,us
1992-06-20T13:41:17.780Z,-19.166,-66.709,248.5,5.3,mw,,,,1,us,usp00059c9,2016-11-09T22:48:21.492Z,"29 km SSE of Challapata, Bolivia",earthquake,,4.3,,,reviewed,us,hrv
1992-08-17T18:40:55.410Z,-21.545,-66.646,235.4,4.4,mb,,,,1.4,us,usp0005cm7,2014-11-07T00:51:16.704Z,"80 km SSW of Atocha, Bolivia",earthquake,,6.9,,5,reviewed,us,us
1992-09-16T11:34:53.610Z,-20.548,-66.823,244.6,4.4,mb,,,,1.1,us,usp0005e2m,2014-11-07T00:51:29.125Z,"9 km S of Uyuni, Bolivia",earthquake,,14.1,,1,reviewed,us,us
1992-09-28T10:26:07.790Z,-21.489,-66.567,223.1,4.7,mb,,,,1.2,us,usp0005en3,2014-11-07T00:51:31.403Z,"71 km SSW of Atocha, Bolivia",earthquake,,5.5,,12,reviewed,us,us
1992-10-12T17:04:32.450Z,-21.583,-66.723,216.9,4.4,mb,,,,1.2,us,usp0005f8e,2014-11-07T00:51:39.607Z,"88 km SW of Atocha, Bolivia",earthquake,,5.3,,8,reviewed,us,us
1992-10-26T17:50:30.170Z,-19.055,-68.228,196.4,5,mb,,,,0.9,us,usp0005fxf,2014-11-07T00:51:43.370Z,"133 km S of Curahuara de Carangas, Bolivia",earthquake,,13,,1,reviewed,us,us
1992-11-18T02:18:48.100Z,-21.185,-68.066,147,4.7,mb,,,,1.4,us,usp0005h08,2014-11-07T00:51:52.784Z,"152 km WSW of Uyuni, Bolivia",earthquake,,,,4,reviewed,us,us
1992-12-03T04:51:59.660Z,-20.502,-67.875,194.8,4.3,mb,,,,1.3,us,usp0005hrs,2014-11-07T00:51:59.145Z,"100 km WSW of Colchani, Bolivia",earthquake,,9.5,,2,reviewed,us,us
1992-12-04T00:33:01.060Z,-22.246,-63.606,525.2,4.1,mb,,,,1.1,us,usp0005hsw,2014-11-07T00:51:59.432Z,"26 km SSE of Yacuiba, Bolivia",earthquake,,6.9,,6,reviewed,us,us
1993-01-30T23:42:10.780Z,-20.95,-67.272,224.1,3.9,mb,,,,1,us,usp0005mf0,2014-11-07T00:52:17.655Z,"71 km SW of Uyuni, Bolivia",earthquake,,9.8,,1,reviewed,us,us
1993-02-14T13:04:18.440Z,-21.539,-66.932,225.2,3.2,mb,,,,1,us,usp0005n2w,2014-11-07T00:52:24.232Z,"99 km SW of Atocha, Bolivia",earthquake,,12.2,,1,reviewed,us,us
1993-02-24T07:35:53.070Z,-21.381,-67.307,211.6,4.4,mb,,,,1.1,us,usp0005nkg,2014-11-07T00:52:26.924Z,"113 km SSW of Uyuni, Bolivia",earthquake,,10.2,,2,reviewed,us,us
1993-03-13T04:59:55.240Z,-21.584,-66.668,237,4.3,mb,,,,1.3,us,usp0005pe2,2014-11-07T00:52:35.094Z,"85 km SSW of Atocha, Bolivia",earthquake,,7.6,,2,reviewed,us,us
1993-04-03T14:39:55.270Z,-19.983,-67.653,206.6,3.5,mb,,,,1.2,us,usp0005qkv,2014-11-07T00:52:45.343Z,"83 km WNW of Colchani, Bolivia",earthquake,,13.7,,1,reviewed,us,us
1993-04-21T00:52:37.760Z,-20.383,-68.479,167,3,mb,,,,0.9,us,usp0005rh5,2014-11-07T00:52:51.222Z,"161 km W of Colchani, Bolivia",earthquake,,14.1,,1,reviewed,us,us
1993-04-21T11:40:50.090Z,-21.505,-66.835,234.4,3.7,mb,,,,1.5,us,usp0005rhq,2014-11-07T00:52:51.261Z,"89 km SW of Atocha, Bolivia",earthquake,,11.5,,1,reviewed,us,us
1993-04-28T20:30:34.770Z,-21,-67.936,168.2,4.6,mb,,,,1.3,us,usp0005rxf,2014-11-07T00:52:52.809Z,"130 km SW of Colchani, Bolivia",earthquake,,,,11,reviewed,us,us
1993-05-08T12:01:54.890Z,-21.047,-66.667,253.3,3.4,mb,,,,0.7,us,usp0005se3,2014-11-07T00:52:59.030Z,"47 km WSW of Atocha, Bolivia",earthquake,,8.1,,1,reviewed,us,us
1993-05-09T03:59:18.680Z,-17.452,-64.394,38.5,4.5,mb,,,,1.4,us,usp0005sfc,2014-11-07T00:52:59.149Z,"53 km NNE of Comarapa, Bolivia",earthquake,,16.7,,1,reviewed,us,us
1993-05-13T23:57:37.200Z,-21.558,-65.807,276.2,4.6,mb,,,,1.3,us,usp0005srj,2014-11-07T00:53:00.274Z,"15 km SW of Tupiza, Bolivia",earthquake,,5.5,,25,reviewed,us,us
1993-06-26T07:27:58.230Z,-21.257,-67.638,156.1,4.1,mb,,,,0.7,us,usp0005v6r,2014-11-07T00:53:19.727Z,"122 km SW of Uyuni, Bolivia",earthquake,,15.9,,1,reviewed,us,us
1993-08-11T21:53:47.120Z,-17.751,-69.006,176.6,4.8,mb,,,,0.9,us,usp0005yct,2014-11-07T00:53:42.682Z,"62 km WNW of Curahuara de Carangas, Bolivia",earthquake,,7.2,,6,reviewed,us,us
1993-08-18T01:05:42.420Z,-21.425,-66.718,235.4,4.1,mb,,,,1.5,us,usp0005yrs,2014-11-07T00:53:45.699Z,"74 km SW of Atocha, Bolivia",earthquake,,8.5,,2,reviewed,us,us
1993-09-04T21:36:28.090Z,-19.447,-67.334,232.2,4.6,mb,,,,1,us,usp0005zrs,2014-11-07T00:53:55.148Z,"84 km SW of Challapata, Bolivia",earthquake,,5.9,,3,reviewed,us,us
1993-09-06T07:55:24.130Z,-19.18,-68.418,57.6,4.8,mb,,,,1.3,us,usp0005ztw,2014-11-07T00:53:55.670Z,"145 km S of Curahuara de Carangas, Bolivia",earthquake,,8,,4,reviewed,us,us
1993-09-09T21:22:47.960Z,-21.828,-67.301,264.2,4.1,mb,,,,1.4,us,usp0006015,2014-11-07T00:53:56.446Z,"149 km SW of Atocha, Bolivia",earthquake,,19.9,,1,reviewed,us,us
1993-09-16T08:52:42.240Z,-21.416,-67.047,214.2,4.4,mb,,,,1.2,us,usp00060ey,2014-11-07T00:53:58.548Z,"100 km WSW of Atocha, Bolivia",earthquake,,8.3,,4,reviewed,us,us
1993-09-20T19:38:37.040Z,-17.312,-64.688,33,4.3,mb,,,,1.2,us,usp00060pu,2014-11-07T00:54:00.147Z,"60 km SE of Chimoré, Bolivia",earthquake,,,,4,reviewed,us,us
1993-09-20T19:40:30.180Z,-21.324,-66.565,209.7,4.6,mb,,,,0.9,us,usp00060pv,2014-11-07T00:54:00.150Z,"55 km SW of Atocha, Bolivia",earthquake,,9.2,,8,reviewed,us,us
1993-10-15T08:29:54.240Z,-21.308,-67.281,219.2,4.7,mb,,,,1.1,us,usp000621a,2014-11-07T00:54:12.699Z,"105 km SSW of Uyuni, Bolivia",earthquake,,7.4,,4,reviewed,us,us
1993-10-24T05:48:16.520Z,-21.203,-68.894,101.8,4.8,mb,,,,1.1,us,usp00062je,2014-11-07T00:54:14.821Z,Chile-Bolivia border region,earthquake,,,,21,reviewed,us,us
1993-11-29T04:09:05.040Z,-19.065,-67.161,243.5,4.1,mb,,,,1.2,us,usp00064df,2014-11-07T00:54:28.013Z,"44 km WSW of Challapata, Bolivia",earthquake,,7.8,,1,reviewed,us,us
1993-12-05T06:47:13.330Z,-17.874,-63.399,66.1,3.9,mb,,,,0.5,us,usp00064pu,2014-11-07T00:54:33.641Z,"11 km NNW of Santa Rita, Bolivia",earthquake,,11.3,,1,reviewed,us,us
1993-12-24T04:04:08.490Z,-18.413,-69.234,110.7,5.1,mb,,,,1,us,usp00065he,2014-11-07T00:54:37.906Z,"104 km SW of Curahuara de Carangas, Bolivia",earthquake,,,,36,reviewed,us,us
1994-01-26T21:33:20.220Z,-21.581,-66.744,203.7,4.3,mb,,,,0.4,us,usp00067gm,2014-11-07T00:54:50.811Z,"89 km SW of Atocha, Bolivia",earthquake,,12.7,,1,reviewed,us,us
1994-02-03T03:26:25.160Z,-21.579,-66.662,227.2,4.4,mb,,,,1,us,usp00067x2,2014-11-07T00:54:55.281Z,"84 km SSW of Atocha, Bolivia",earthquake,,13.9,,3,reviewed,us,us
1994-03-14T09:04:37.360Z,-19.022,-68.747,118,5,mb,,,,0.8,us,usp00069pp,2014-11-07T00:55:08.919Z,"132 km SSW of Curahuara de Carangas, Bolivia",earthquake,,,,33,reviewed,us,us
1994-03-21T06:24:38.840Z,-20.182,-68.391,173.6,4.8,mb,,,,1.3,us,usp00069z7,2014-11-07T00:55:10.296Z,"152 km W of Colchani, Bolivia",earthquake,,20,,3,reviewed,us,us
1994-03-27T11:12:04.880Z,-20.526,-68.3,157.6,4.4,mb,,,,1.2,us,usp0006a8x,2014-11-07T00:55:11.235Z,"144 km W of Colchani, Bolivia",earthquake,,11.9,,5,reviewed,us,us
1994-03-30T22:30:39.070Z,-21.323,-66.627,232.7,4.3,mb,,,,0.7,us,usp0006adc,2014-11-07T00:55:11.713Z,"60 km SW of Atocha, Bolivia",earthquake,,17.8,,2,reviewed,us,us
1994-04-03T09:01:04.190Z,-17.694,-64.816,37.9,5.3,mb,,,,1.1,us,usp0006ajy,2022-04-28T17:43:41.902Z,"38 km NW of Comarapa, Bolivia",earthquake,,8.2,,63,reviewed,us,us
1994-04-20T03:32:45.970Z,-21.093,-65.913,267.1,4.7,mb,,,,1,us,usp0006bbt,2014-11-07T00:55:19.494Z,"24 km SE of Santa Bárbara, Bolivia",earthquake,,6.3,,40,reviewed,us,us
1994-05-20T05:21:30.150Z,-21.843,-66.773,196.2,4.3,mb,,,,1.2,us,usp0006cu7,2014-11-07T00:55:29.736Z,"115 km SSW of Atocha, Bolivia",earthquake,,26.8,,4,reviewed,us,us
1994-06-09T00:33:16.230Z,-13.841,-67.553,631.3,8.2,mw,,,,1.1,us,usp0006dzc,2022-04-28T17:38:56.965Z,"55 km NNW of Reyes, Bolivia",earthquake,,,,,reviewed,us,hrv
1994-06-09T05:26:30.480Z,-13.86,-67.264,630.9,5.2,mb,,,,0.9,us,usp0006dzj,2014-11-07T00:55:40.421Z,"48 km N of Reyes, Bolivia",earthquake,,,,88,reviewed,us,us
1994-06-10T01:25:53.230Z,-13.726,-67.325,629,4.3,mb,,,,0.8,us,usp0006e0z,2014-11-07T00:55:40.609Z,"62 km N of Reyes, Bolivia",earthquake,,5,,40,reviewed,us,us
1994-06-23T10:45:10.210Z,-13.74,-67.006,642.7,4.4,mb,,,,0.8,us,usp0006eqp,2014-11-07T00:55:44.293Z,"49 km NNW of Santa Rosa, Bolivia",earthquake,,,,50,reviewed,us,us
1994-08-08T07:55:39.230Z,-13.817,-68.369,597.9,5.6,mwb,,,,1,us,usp0006gpw,2022-04-28T17:33:39.817Z,"114 km NW of Rurrenabaque, Bolivia",earthquake,,,,,reviewed,us,us
1994-09-02T04:54:29.940Z,-21.079,-66.704,225.4,4.8,mb,,,,1,us,usp0006huv,2014-11-07T00:56:12.591Z,"52 km WSW of Atocha, Bolivia",earthquake,,,,22,reviewed,us,us
1994-10-11T02:59:02.960Z,-19.868,-66.627,258.6,4.7,mb,,,,1,us,usp0006ky4,2014-11-07T00:56:30.320Z,"57 km NE of Colchani, Bolivia",earthquake,,,,39,reviewed,us,us
1994-11-07T10:53:41.030Z,-20.173,-67.703,192.4,4.6,mb,,,,0.7,us,usp0006n7c,2014-11-07T00:56:45.052Z,"81 km W of Colchani, Bolivia",earthquake,,9.2,,7,reviewed,us,us
1994-11-27T05:24:53.610Z,-21.495,-66.606,233.1,4.6,mb,,,,1.4,us,usp0006pa3,2014-11-07T00:56:50.860Z,"73 km SSW of Atocha, Bolivia",earthquake,,7.1,,8,reviewed,us,us
1995-01-06T18:29:07.030Z,-18.749,-67.061,265.4,3.9,mb,,,,0.7,us,usp0006qy8,2014-11-07T00:57:06.195Z,"34 km SW of Totoral, Bolivia",earthquake,,7.9,,2,reviewed,us,us
1995-01-13T14:20:35.440Z,-21.133,-68.082,168.6,4.4,mb,,,,1.4,us,usp0006r97,2014-11-07T00:57:07.906Z,"150 km WSW of Uyuni, Bolivia",earthquake,,9.5,,4,reviewed,us,us
1995-01-15T11:24:01.830Z,-19.741,-67.831,223.8,4.1,mb,,,,1,us,usp0006rc9,2014-11-07T00:57:08.249Z,"112 km WNW of Colchani, Bolivia",earthquake,,14.6,,5,reviewed,us,us
1995-01-23T16:06:06.360Z,-17.108,-65.7,37.1,4.3,mb,,,,1,us,usp0006rss,2014-11-07T00:57:10.596Z,"32 km NNE of Colomi, Bolivia",earthquake,,16.1,,3,reviewed,us,us
1995-01-26T20:20:36.710Z,-21.188,-66.616,244.8,4.1,mb,,,,0.8,us,usp0006rxk,2014-11-07T00:57:11.121Z,"49 km SW of Atocha, Bolivia",earthquake,,8.1,,9,reviewed,us,us
1995-02-11T08:48:12.600Z,-21.075,-67.412,204.5,4.3,mb,,,,0.8,us,usp0006sr9,2014-11-07T00:57:18.836Z,"91 km SW of Uyuni, Bolivia",earthquake,,6.3,,4,reviewed,us,us
1995-02-11T17:32:47.210Z,-21.152,-67.656,174.8,4.4,mb,,,,1.4,us,usp0006srq,2014-11-07T00:57:18.861Z,"115 km SW of Uyuni, Bolivia",earthquake,,13.4,,1,reviewed,us,us
1995-02-28T02:57:34.300Z,-21.408,-66.796,230.9,3.8,mb,,,,1.2,us,usp0006tmx,2014-11-07T00:57:23.338Z,"79 km SW of Atocha, Bolivia",earthquake,,6.5,,9,reviewed,us,us
1995-03-10T07:21:30.260Z,-18.465,-69.043,133.5,4.7,mb,,,,1.1,us,usp0006u0f,2014-11-07T00:57:29.597Z,"92 km SW of Curahuara de Carangas, Bolivia",earthquake,,,,26,reviewed,us,us
1995-03-14T12:56:30.610Z,-15.148,-64.817,586.7,5.6,mw,,,,1.1,us,usp0006u6e,2022-04-29T17:29:37.004Z,"35 km SSE of Trinidad, Bolivia",earthquake,,,,,reviewed,us,hrv
1995-03-24T21:49:15.370Z,-17.437,-69.145,172,4.3,mb,,,,1.2,us,usp0006upg,2014-11-07T00:57:33.182Z,"89 km WNW of Curahuara de Carangas, Bolivia",earthquake,,11.8,,9,reviewed,us,us
1995-04-24T01:26:25.080Z,-21.88,-65.98,277.6,4,mb,,,,1.3,us,usp0006w8p,2014-11-07T00:57:45.699Z,"45 km WNW of Villazón, Bolivia",earthquake,,12.6,,6,reviewed,us,us
1995-04-27T23:32:52.810Z,-21.995,-67.069,201.3,3.9,mb,,,,1.5,us,usp0006wf0,2014-11-07T00:57:46.652Z,"146 km SW of Atocha, Bolivia",earthquake,,30.8,,2,reviewed,us,us
1995-05-06T08:52:28.730Z,-19.872,-67.489,250,4.2,mb,,,,0.8,us,usp0006wz2,2014-11-07T00:57:53.463Z,"74 km NW of Colchani, Bolivia",earthquake,,,,3,reviewed,us,us
1995-05-12T15:12:23.240Z,-19.338,-63.947,601.2,5.4,mw,,,,0.9,us,usp0006x7v,2016-11-09T22:30:31.507Z,"37 km E of Padilla, Bolivia",earthquake,,,,,reviewed,us,hrv
1995-05-12T18:32:51.880Z,-20.392,-68.31,135.9,4.6,mb,,,,1.3,us,usp0006x81,2014-11-07T00:57:54.697Z,"144 km W of Colchani, Bolivia",earthquake,,,,11,reviewed,us,us
1995-05-12T22:26:07.040Z,-19.285,-67.004,237.1,4.5,mb,,,,0.9,us,usp0006x89,2014-11-07T00:57:54.722Z,"48 km SSW of Challapata, Bolivia",earthquake,,11,,8,reviewed,us,us
1995-05-13T19:01:31.500Z,-21.524,-66.643,223.1,4.7,mb,,,,1.3,us,usp0006xaa,2014-11-07T00:57:55.048Z,"78 km SW of Atocha, Bolivia",earthquake,,10.2,,5,reviewed,us,us
1995-07-10T07:58:01.390Z,-21.404,-66.626,234.9,4,mb,,,,1,us,usp00070e5,2014-11-07T00:58:19.996Z,"66 km SW of Atocha, Bolivia",earthquake,,9.4,,6,reviewed,us,us
1995-07-31T08:20:22.400Z,-21.046,-68.031,158.7,4.6,mb,,,,0.8,us,usp000718v,2014-11-07T00:58:24.758Z,"141 km SW of Colchani, Bolivia",earthquake,,9.7,,11,reviewed,us,us
1995-08-03T23:49:01.360Z,-21.548,-66.765,221.1,4.5,mb,,,,1.1,us,usp00071e3,2014-11-07T00:58:29.072Z,"88 km SW of Atocha, Bolivia",earthquake,,4.8,,36,reviewed,us,us
1995-08-08T16:32:57.650Z,-18.586,-66.667,268.2,4.6,mb,,,,1,us,usp00071ku,2014-11-07T00:58:30.342Z,"19 km SSW of Llallagua, Bolivia",earthquake,,4.5,,48,reviewed,us,us
1995-09-02T04:56:20.660Z,-18.31,-67.874,208.8,4.1,mb,,,,0.8,us,usp00072ss,2014-11-07T00:58:39.877Z,"76 km SE of Curahuara de Carangas, Bolivia",earthquake,,5.8,,14,reviewed,us,us
1995-09-08T02:24:53.930Z,-19.563,-68.461,160.6,3.7,mb,,,,0.5,us,usp000732t,2014-11-07T00:58:42.149Z,"179 km WNW of Colchani, Bolivia",earthquake,,9.4,,3,reviewed,us,us
1995-09-20T13:42:22.160Z,-20.726,-66.705,242.7,4.2,mb,,,,1.2,us,usp00073n8,2014-11-07T00:58:45.249Z,"32 km SSE of Uyuni, Bolivia",earthquake,,6.2,,7,reviewed,us,us
1995-09-26T08:55:42.570Z,-20.635,-67.519,225.8,3.3,mb,,,,0.5,us,usp000740j,2014-11-07T00:58:47.304Z,"71 km WSW of Colchani, Bolivia",earthquake,,24.6,,1,reviewed,us,us
1995-10-01T00:10:10.590Z,-20.732,-67.556,184.2,3.6,mb,,,,0.9,us,usp000747z,2014-11-07T00:58:49.208Z,"80 km SW of Colchani, Bolivia",earthquake,,10.5,,3,reviewed,us,us
1995-10-04T20:45:15.070Z,-20.883,-67.348,208.2,3.9,mb,,,,1,us,usp00074gu,2014-11-07T00:58:53.781Z,"71 km SW of Uyuni, Bolivia",earthquake,,6.9,,7,reviewed,us,us
1995-11-05T15:35:56.440Z,-20.539,-63.094,565.7,4.4,mb,,,,1,us,usp00076b8,2014-11-07T00:59:07.612Z,"22 km ESE of Boyuibe, Bolivia",earthquake,,4.2,,40,reviewed,us,us
1995-11-06T02:18:43.620Z,-19.067,-68.344,58.9,5.4,mw,,,,1.2,us,usp00076bt,2022-04-29T19:52:06.914Z,"133 km S of Curahuara de Carangas, Bolivia",earthquake,,6.1,,,reviewed,us,hrv
1995-11-06T21:52:28.090Z,-21.429,-66.576,235.4,4.7,mb,,,,1,us,usp00076dd,2014-11-07T00:59:08.029Z,"65 km SW of Atocha, Bolivia",earthquake,,5.3,,15,reviewed,us,us
1995-11-08T01:11:48.630Z,-21.025,-68.268,162.9,3.9,mb,,,,0.6,us,usp00076f7,2014-11-07T00:59:08.315Z,"160 km WSW of Colchani, Bolivia",earthquake,,6.4,,4,reviewed,us,us
1995-11-13T15:11:45.720Z,-21.854,-67.214,198,4.5,mb,,,,1.3,us,usp00076sy,2014-11-07T00:59:10.649Z,"144 km SW of Atocha, Bolivia",earthquake,,7.1,,8,reviewed,us,us
1995-11-22T00:52:41.170Z,-20.716,-66.608,244.7,4.2,mb,,,,1.2,us,usp0007785,2014-11-07T00:59:12.341Z,"36 km SE of Uyuni, Bolivia",earthquake,,5.7,,14,reviewed,us,us
1995-11-26T03:54:33.660Z,-19.433,-64.017,610.6,4,mb,,,,0.8,us,usp00077hj,2014-11-07T00:59:13.984Z,"33 km ESE of Padilla, Bolivia",earthquake,,6.1,,11,reviewed,us,us
1995-12-09T20:30:33.200Z,-21.519,-66.799,232.2,4.2,mb,,,,1.3,us,usp00078pp,2014-11-07T00:59:24.578Z,"88 km SW of Atocha, Bolivia",earthquake,,5.9,,12,reviewed,us,us
1995-12-21T23:21:02.300Z,-20.966,-67.331,207.1,3.8,mb,,,,0.9,us,usp00079cm,2014-11-07T00:59:28.365Z,"76 km SW of Uyuni, Bolivia",earthquake,,5.4,,7,reviewed,us,us
1995-12-22T22:54:19.130Z,-15.793,-69.133,245.8,5.3,mw,,,,1.1,us,usp00079e7,2016-11-10T00:16:12.716Z,"26 km N of Yumani, Bolivia",earthquake,,,,,reviewed,us,hrv
1995-12-26T16:52:25.770Z,-21.049,-66.84,236.5,4.3,mb,,,,0.8,us,usp00079ns,2014-11-07T00:59:29.509Z,"65 km S of Uyuni, Bolivia",earthquake,,4.9,,10,reviewed,us,us
1995-12-28T14:06:13.890Z,-18.224,-67.42,293.9,3.9,mb,,,,1,us,usp00079s9,2014-11-07T00:59:30.021Z,"39 km SW of Oruro, Bolivia",earthquake,,10.7,,4,reviewed,us,us
1995-12-30T13:52:29.440Z,-22.467,-67.26,193.4,3.8,mb,,,,1.1,us,usp00079vw,2014-11-07T00:59:30.968Z,Chile-Bolivia border region,earthquake,,10.1,,1,reviewed,us,us
1996-01-01T15:52:59.560Z,-21.172,-67.949,167.8,4.2,mb,,,,1,us,usp0007a25,2014-11-07T00:59:34.982Z,"141 km SW of Uyuni, Bolivia",earthquake,,7,,6,reviewed,us,us
1996-01-06T22:50:39.110Z,-19.104,-67.307,247.4,4,mb,,,,1.3,us,usp0007ah0,2014-11-07T00:59:37.277Z,"60 km WSW of Challapata, Bolivia",earthquake,,7.7,,4,reviewed,us,us
1996-01-12T02:38:10.800Z,-20.851,-67.245,213.5,4.3,mb,,,,1.3,us,usp0007ax1,2014-11-07T00:59:39.415Z,"61 km SW of Uyuni, Bolivia",earthquake,,6.5,,11,reviewed,us,us
1996-01-28T03:58:08.130Z,-13.895,-67.614,639.9,3.9,mb,,,,1,us,usp0007bvb,2014-11-07T00:59:44.241Z,"53 km NW of Reyes, Bolivia",earthquake,,8.4,,11,reviewed,us,us
1996-02-03T02:42:08.530Z,-21.378,-66.741,231.3,3.2,mb,,,,1.2,us,usp0007c6u,2014-11-07T00:59:49.281Z,"72 km SW of Atocha, Bolivia",earthquake,,6.8,,3,reviewed,us,us
1996-02-12T00:30:33.220Z,-20.883,-66.275,200,4,mb,,,,1.2,us,usp0007csh,2014-11-07T00:59:52.543Z,"8 km NW of Atocha, Bolivia",earthquake,,,,5,reviewed,us,us
1996-02-19T09:42:13.320Z,-18.236,-67.005,287.6,3.5,mb,,,,1.1,us,usp0007dfa,2014-11-07T00:59:56.169Z,"7 km SSE of Machacamarca, Bolivia",earthquake,,6,,5,reviewed,us,us
1996-03-06T07:03:25.070Z,-20.576,-67.258,214.5,4,mb,,,,1.2,us,usp0007ecz,2014-11-07T01:00:04.359Z,"45 km SW of Colchani, Bolivia",earthquake,,9.8,,12,reviewed,us,us
1996-03-24T20:11:28.370Z,-21.487,-66.702,228.9,4.4,mb,,,,0.9,us,usp0007f81,2014-11-07T01:00:08.348Z,"78 km SW of Atocha, Bolivia",earthquake,,,,14,reviewed,us,us
1996-04-10T09:30:57.850Z,-20.755,-62.917,562.1,3.8,mb,,,,1,us,usp0007fzv,2014-11-07T01:00:16.240Z,"52 km SE of Boyuibe, Bolivia",earthquake,,10.1,,9,reviewed,us,us
1996-04-21T19:30:27.910Z,-16.756,-68.645,179.7,3.9,mb,,,,1.3,us,usp0007gev,2014-11-07T01:00:18.511Z,"22 km S of Tiahuanaco, Bolivia",earthquake,,7.5,,3,reviewed,us,us
1996-04-26T05:52:48.730Z,-22.077,-67.021,195.2,3.4,mb,,,,1.4,us,usp0007gm8,2014-11-07T01:00:19.179Z,"147 km W of Villazón, Bolivia",earthquake,,19.5,,3,reviewed,us,us
1996-05-10T01:16:10.200Z,-21.943,-66.791,200,3.5,mb,,,,0.9,us,usp0007h63,2014-11-07T01:00:26.357Z,"123 km WSW of Tupiza, Bolivia",earthquake,,,,2,reviewed,us,us
1996-05-12T22:50:41.300Z,-21.407,-66.644,233.6,3.9,mb,,,,0.8,us,usp0007hax,2014-11-07T01:00:26.973Z,"68 km SW of Atocha, Bolivia",earthquake,,,,7,reviewed,us,us
1996-05-20T17:07:42.590Z,-21.786,-67.075,204.1,4.6,mb,,,,0.9,us,usp0007hm5,2014-11-07T01:00:28.135Z,"129 km SW of Atocha, Bolivia",earthquake,,,,18,reviewed,us,us
1996-05-29T21:17:01.950Z,-17.043,-64.738,27.6,3.9,mb,,,,1.3,us,usp0007hxq,2014-11-07T01:00:29.570Z,"44 km E of Chimoré, Bolivia",earthquake,,,,3,reviewed,us,us
1996-06-05T16:30:41.270Z,-21.342,-66.474,243,4.3,mb,,,,0.9,us,usp0007j6v,2014-11-07T01:00:34.574Z,"52 km SSW of Atocha, Bolivia",earthquake,,7.6,,9,reviewed,us,us
1996-06-13T07:08:46.010Z,-20.43,-67.666,200,4,mb,,,,1,us,usp0007jpk,2014-11-07T01:00:37.547Z,"77 km W of Colchani, Bolivia",earthquake,,,,9,reviewed,us,us
